split_blocking_group_id,benchmark_positive_herb_ids,benchmark_context_only_herb_ids,benchmark_ineligible_herb_ids,positive_member_count,context_only_member_count,mixed_positive_context_group,compound_context_present_member_count,future_context_closure_rule,training_graph_implication,validation_graph_implication,test_graph_implication
HBG_dd1845df619d,H0828,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_dd5219cae731,,H0567,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ddd14028b6a6,,H0119,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_dddb0c7a5a97,H1125,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_dde3b4d66cdf,H0684,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_de7b6ea10465,H1213,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_dee471a97344,H0744,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_df0c3983c233,,H0286,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_df482f4f6e2e,,H0488,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_df7822531bbe,,H0534,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e0002583e40e,,H0563,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e0d6e55ad5bf,,H0195,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e11feb61a438,H1008,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e14a4d648c53,,H0577,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e20aadaea247,,H0207,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e228eccb6bc2,H1023,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e2501b9e5098,H0739,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e2cd1b53937d,,H0498,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e30901576d76,,H0447,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e32078d0500f,H0884,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e3e46da5d7a0,H1044,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e3f4826f70f4,H1087,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e4a99b40a797,,H0540,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e4dfb575fbdc,,H0242,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e4e1de1db9ff,,H0149,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e4e3fa2c37f0,,H0392,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e54293e3b42f,H1080;H1094;H1095;H1096,,,4,0,False,4,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e542d87db819,,H0226,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e5cd3a5f157d,,H0572,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e67229ff402f,H0751;H0752;H0753,,,3,0,False,3,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e6918ebb81ee,,H0181,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e6b5c54a7bd3,,H0064,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e6cbc7d37253,,H0509,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e73ec81b4d5e,,H0480,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e84e64aee72a,H0632,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e84f12bdb03b,,H0120,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e85051cb2ae6,,H0519,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e8713f65724b,,H0558,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e882399dd95e,,H0403,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e905688855f1,H1245,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e946ed2a81b3,H0662,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e96bcb549c87,H0812,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e98b81a2ca4a,,H0166,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e99f9ecec9ca,H0974;H0975,,,2,0,False,2,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e9c50fe6718d,,H0051,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_e9f08ce953e9,H0622,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_e9f226072a24,,H0467,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ea1ead304dbf,H0992,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_ea3f697c44e9,,H0063,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ea8bf05fcc20,H0740;H0743,,,2,0,False,2,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_ea9e07cb8c75,,H0224,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_eb1c72f24d30,,H0304,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_eb45a6a5bba1,H0588,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_eb5d5cd7bb24,,H0408,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_eb5ee4fffb9f,,H0066,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_eb65279b0570,,H0315,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_eb898e69d639,H0820,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_ec4349dd803d,H0707;H0708;H0710;H0711;H0918,,,5,0,False,5,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_ecb32cdff3e6,H0946,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_ecb63d3918a2,,H0462,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ed09b82af626,,H0229,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ed1f3d94aa21,H1027,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_ed4b55ceb16c,,H0089,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ed6f7e49e92f,,H0134,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ee6dc6e190af,,H0410,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ee92b63d5e13,H0672,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_eeacfade17e8,,H0690,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_ef58b94c11ae,H0682;H0760;H0785;H0872;H1241;H1242;H1243,,,7,0,False,7,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_ef636d357694,H1122,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_efaa69ade0fa,,H0212,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_efc30d3327ec,H1130,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f00c546fdaef,,H0091,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f014a5848c36,H0998;H1000,,,2,0,False,2,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f0239922bdad,,H0148,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f036083179c7,,H0441,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f05264598ab7,H0911,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f0c540dd172a,,H0539,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f1a3ccbac25c,H0604,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f20b8c485d6b,,H0397,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f20db82ed82c,H0791,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_f23bba8b852a,,H0399,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f26a50092aab,,H0499,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_f2810554dc6f,H1045;H1046,,,2,0,False,2,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
